text,label
parang tanga ako haha akala mo naman magiging proud sila sa akin,0
ay pucha naman sky oh,1
pucha hindi ko alam na nakakapressure na pala ako sa kaniya,0
gago si des tumawag pa baba na daw ako tarantado talaga anong oras na,1
ulol uuwi pa ako,0
tarantado talaga yang bf mo btw kumain ka na ba,1
masama pa rin loob ko sayo putangina mo,1
tarantado talaga kayo haha,0
tangina sakit break up date namin beh,0
dami na nag sabi sakin niyan puro tarantado,1
solid sa tuazon avenue kaso may mga kupal,1
puta nagupdate nanaman twitter parang tanga,1
haha pasabit ako punyeta,0
ito na ba yung sinasabi nilang kwentong dorm punyeta nagkatinginan na lang kami ng dormmates ko noong bumukas bigla pinto namin e gagski,0
nireto ako ampota tarantado ka,1
ang init pakshet,0
putangina sinong umusog sakin tangina mo,1
gago paninindigan ko sinabi ko,0
hirap talaga maging bobo at hampaslupa,0
alexa pwede mo naman ibenta yong pamangkin mo kay kd parang vic sotto at pauline luna lang yan more than ang age gap pucha kang babae ka alexa wala kana talagang delikadesa pati pamangkin mo binebenta mo gago,1
puta nacurious lang naman ako kay belle tsaka donny ngayon kinikilig na ko kay maxpein at deib lohr,0
gago ka teh,1
kung mabait sya sabihin mo nalang na mabait siya imbes na nagmumukhang tanga ka lang diyan,1
haha tarantado puyat hang over may training ng tamis haha,0
normal pa lang maging tarantado dito,0
tangina mo vebs makita lang kita sa kulungan masaya na ako,1
walang kwenta makipagusap sayo tanga bobo rebatan ulol mo magaral ka muna,1
wag mong baliktarin na bobo ka talaga at adik ka,1
mga kupal mamatay na kayo,1
ang gaganda ng mga nasa timeline ko pakshet,0
gaganyan ganyan ka bobo ka pala,1
pawala wala tutok ko putangina ,0
oh my ghosh ka belle ano to pakshet ang angas mo madam,0
habang buhay ko nang daladala tong sama ng loob na to hinding hindi kita mapapatawad tarantado ka,1
lang silang babae sa picture ka lang nakatingin tanga mo,1
pakshet na ahas yan di magpapatulog,0
tangang tanga na sarili ko,0
ang lagkit pag basa likod mo tapos nilagyan mo ng ointment punyeta ,0
pakshet nanghihina din tuloy ako,0
ulol sabihin mo lang na delulu ka talaga,1
itaas ang kamay na ulol na ulol nanaman sa astro pls lang,0
pucha ang active ni user dreigopz totoo ba ito,0
tanga ikaw minumura ko beh haha,0
bakit ko ipagpapalit si leeseo tanga ba ako,0
mas ulol naman kayo wag kayo papatalo,1
bwiset yung emoji haha,0
putangina hindi ako nakuha pakshet,0
bwiset biglang sumusulpot tong crush ko nakakagulat naman eh,0
nagrecognition na at lahat lahat tsaka niyo pa kami ipaclearance isa ba kayong kalahating tarantado at siraulo,1
badtrip sa codm haha bwiset,0
ay yung utak mo ang palpak mahina kaya nga chance of rain eh papansin lang si kupal,1
ako pa talaga tanga,0
kababayan may nanalo na namang bading pakshet,0
panget ng mga mapa mo codm bwiset ka,1
pakyu kung sino mang nagsabi na panget si kenma sa manga,1
puta ka talaga vince tanga naman ng relasyon niyo nung hoonie ng ibon,1
bobong bobo na ko sa mga tao,0
kung ayaw niyo matulog magpatulog kayo gago aga aga ng pasok pero two pa naman talaga start kupal,1
gagi kupal haha,0
tarantado po lahat ng mga taong lalandi ng iba kahit hindi na nakakamove on sa ex,1
sino yung kupal na iuninstall muna ang messenger para di mabasa mga messages sa gc at di maistorbo ang tulog,1
attitude nyo pag di nabibigyan ulol,1
nag uninstall ng tiktok si tanga para umiwas sa svt tapos sa youtube naman nanood oo ako yung tanga,0
anong score yon pucha,0
feel ko rin yung crush ko may ibang gusto tapos yung binabasa ko ganun din nangyayari sa kaniya pakyu parker,1
bahala na kalimutan niyo na plano ko mga punyeta,1
sa wakas tangina yung closure na matagal ko nang hinihiling nangyari na din,0
tangina ang cute mo,0
ulol nag mahalan lang naman kayo dahil sa sex,1
basta bbm supporters mga kupal eh,1
gago iba na ang lakas talaga,0
tarantado hindi mo muna kasi ako pinapatapos,1
mga bobo din mga tao dito aba,1
kim taehyung alam mo ba na napakadaming na ulol sa look mo na to,0
tarantado talaga itong si step walang ambag sa buhay kung hindi mang gulo,1
try ko daw yung isang buong araw na bdo lang ginagawa tangina napakadami,0
haha puta,0
hala tanga,0
gago naman kung kailan last minute saka ako naiihi,0
pakyu kayo ipopost ko na kahit walang may pakialam,1
pakyu sis replyan ko,0
putangina mark lee shuta ulol na ulol na ako gago haha,0
ang bigat ng episode na ito pucha,0
hoy bobo ano na,1
umay talaga mga wrong calls bwiset,0
tangina mo talaga keith,1
na loko lang kami tangina kupal,0
kupal itong school na pinasukan ko haha ang laki ng inincrease na tuition fee ng dahil sa thesis fee especially dun sa fee na isa tangina,1
yung lahat kayo nag quit sa sobrang bobo niyo mag laro,1
tarantado huhu nag crush postings pa naman ako dito yawa,0
tangina ito talaga kinakatakot ko eh baka kung ano sabihin niya sa papa niya,0
ulol si kuya rafael,1
nagbili nga kami kaso dapat isang bag lang na katanga tanga,0
hindi na ko sasali sa nsd bwiset,0
ang sakit mag salita sorry ah bobo anak niyo eh bakit ba kasi may mali ako sa una tapos sa pangatlo may mali ulit ako pasang awa ang pota jane ano ba kasi ginagawa mo bakit ang tanga mo,1
pucha di ko na kaya dumalawa,0
gago bakit may kumatok,0
tarantado ka talaga monty haha,0
tangina tinulungan ko siya sa interview napaka haba haba ng sinulat ko tapos wala man lang thank you pakyu,1
punyeta kailangan ko talaga maging rich tita kasi gusto ng mga pamangkin ko customize cake ng favorite cartoons nila,0
mahihirapan tayo mag adjust eh pano ngayon mas mahirap mag move on pucha,0
ang tanga lang,0
pero ang shit lang nung taong ipagpipilitan sayo yung acceptance eh putangina nila wala naman sila sa kalagayan mo,1
parang tanga naman ito nag sasalita ng nonsense,1
ayoko na talaga makita itong prof ko sa pe next school year punyeta ka sir napaka unattentive mo kasi tapos ako pa mag aadjust ayusin niyo rin kasi,1
tsaka mas nakakahiya ka ang kupal mo kase,1
tangina mo chan haha,0
bwiset ka glaiza haha buti nagtanong muna ako bago ako maggreet,0
bobo amp haha,1
ulol kaburitan mo,1
ang sarap mang away punyeta,0
punyeta ka haha,0
sabi sakin ate aye sorry ha sana wag ka magalit pati sakin bobo ni adrian kakainis hinahamon pa ako englishan sa comment section ni gel nun bobo naman kainis,1
pakshet ka impaulscott di ka nakakatuwa,1
nag sama ang mga tanga haha puta pangit niyo kabonding isang kambing at baboy,1
dami ko pa gagawin tapos ako nanaman nasisi punyeta talaga,0
meow putangina,0
tangina bakit biglang kalat ng tl,0
kupal na bakla hindi ba at yan ang gusto ninyo maghirap ang bansa para masatisfied ang bitterness ninyo,1
ang contradicting pucha,0
nabi pucha ganda mo,0
haha gago pahiramin ko muna daw cellphone ko sa pamangkin ko,0
pucha ilichils nandito ka na rin tagal mo,1
yung balcony ticket ko gen ad na lang tapos vip ticket lower box haha nadadama ko na bwiset,0
ang hilig ko sa dot puta,0
bwiset bffs day pala ngayon tsaka ko lang nasabi kay jannie nung nakita ko story ni juls,0
mema nalang ako dito punyeta basta may ambag lang dustpan on kumusocialtv,0
tanga ka amiel oo,1
bakit may nagrereklamo pa rin sa inyo edi wag kayo manood kung ayaw niyo madaming tao punyeta kayo eh no,1
buti na lang ang kalma ko makipagusap sayo pero alam ko napikon kita haha tawagin mo ba naman akong pilosopo at tarantado haha buti na lang di kita pinatulan,1
gago dapat yan sana hindi nalang ikaw naging tatay ni bia gago ka kasi,1
gago nakalimutan ko na paano mag thermochem,0
mabango hininga ko pakyu,0
hay parang ang sarap mag commit punyeta haha,0
coming from someone na nilabag yung batas kasi tanga ka punyeta,1
pucha nawala yung pogi sa timeline ko,0
sarap tulog ko ngayon lang ako naka tulog ng ganto kalalim tapos ang ganda kaso pucha nagising ako ng walang dahilan huhu,0
pucha vebs ifollow back mo ko para machika ko sayo nangyari,0
punyeta please naman umayos ka di niya deserve yung pinaggagawa mo,0
bobo mo walang alam sa pinagsasabi ng lutang ina mo,1
tanga ko aba,0
sukdulan na yung inis ko ngayong araw punyeta,0
feeling boss pota pakyu ka literal,1
putangina gusto ko magmake up,0
gago teka di ako mapakali,0
oy ayusin mo nga yang suot mo naman kung hindi sige ka jojowain kita tangina mo haha,0
tarantado bakit ako mag seselos,1
wala parin pahangin vid si jungkook pakyu,0
haha pakyu ka pleng,0
tarantado wag mong awayin yung bata haha,1
bakit hindi mo ako tinag tampo na ako punyeta ka,1
tangina han jisung nang gigil talaga ako sayo namumuro ka na sa akin,1
siguro pinaguusapan niyo na ako ulol mga pakyu,1
tarantado haha hoy gago,0
tangina ang weird ng atmosphere pota,0
tanga ako sa part na binigay ko yung pin ko,0
treasure na naririnig ko sa really really bwiset,0
ano naiambag ko sa pamilya ko hindi pagiging tanga katulad mo,1
tarantado talaga timing ng paleco hanep,0
ayaw lang po nilang makita na bobo sila sa comment nyo po,1
hindi ko nalang talaga alam mangyayari sa akin kung instagram post yung birthday greet ni donny tangina baka bangkay na ako,0
pakyu alam mo yon,1
ok lang na bobo si leni kamo,1
ulol ka na,1
hala gago na jinx ko ata nagiba narin twitter ko punyeta,0
yung reklamador na bakla na gaya mo dapat tumitigil na sa pag hinga ang perfect niyo masyado eh putang ina mo gago ka kung hirap ka sa buhay magtrabaho ka di yun asa mo sa pangulo bobo,1
sorry po makakalimutin at bobo wala na akong naalalang pws,0
punyeta ang ganda haha,0
kupal yung display picture ko,0
sobrang bobo niyo talagang taga hugas ng puwet ng mga matatanda.,1
tanga tinatanong mo pang hayop ka,1
puta ang sakit ng likod ko,0
yung scene na di magawang magreply ni max kay deib pucha ang galing,0
haha tangina niyo haha puta wait di ako makahinto kakatawa,0
tangina bakit ayaw gumana ng cignal play sa akin bwiset,0
bobo ng ate ko kinamay yung donut sa amp,1
tangina ang mahal non tapos nilagay lang sa likod ng phone niya tarantado ka ba,1
muntik ko na masira yung refrigirator puta,0
haha puta ayaw ko,0
bobo mo talaga macancel ka sana gago,1
edi wag tarantado ka pala eh,1
kinakabahan ako punyeta what if matapilok ako bukas paakyat ng stage haha,0
tarantado ka ba o ano,1
pag talaga mga type ko ang hirap kausapin haha mga bwiset,0
nauulol ako sa mga edits ni cocojay ngayon pakshet haha,0
gago dalawang minuto nalang pasahan na,0
edi halata na may something ka sa kaniya either iniiwasan mo siya or kinikilig kang putangina kang hindot ka putangina nakakahiya tapos muntik muntikan pa ako matisod kakaharot ampota naging concerned tuloy si ate mae di ko alam isasagot kasi gusto ko na magpalamon sa ano,1
daming what ifs pa din hindi na naubos pucha naman,0
ihampas ko sayo itong bote ng redhorse eh punyeta ka ,1
mga punyeta,1
ulol bakit naman may paganyan,0
bwiset na pfizer yan sakit ng katawan ko,0
zedlav lang laglag puta bakit kasi pinagtapat baranggay ni jr patj zedlav eh,0
lilitaw lulubog ka tangina,1
dapat si joaquin tanga lang ang mag push ups,1
tanginamo legit pakyu,1
gago makaiyak ka naman,0
sarap mo kumantot puta,0
tol nilaklak ko na so much wala pa rin hah gising pa rin ang pakshet,0
putangina niyo sm entertainment hindi namin kailangan ng bagong nct unit,1
tangina hindi na ako maghihintay sa comeback ng bts,0
bwiset ka talaga jake haha,0
parang tanga si imee marcos pabibo amputa panget mo naman pakyu,1
uwi ka bes dito solid na kupal meron tayo,0
ulol threatened lang kayo kasi mas maraming supporters ng angat buhay campaign kesa sainyo,1
haha gigil na gigil ako sa panaginip ko kupal,0
putangina naman,0
bago nanamang kagaguhan tangina niyo pong lahat,1
putangina niyong dalawa putangina niyo talaga haha pasalamat kayo nandiyan si ayen kung hindi baka pinagsasapak ko na kayo haha tangina niyo mga tarantado haha gago ang puta,1
uy gagi maaraw haha mga bobo,1
bakit naman parang namamangha kayo na nagongopya ako bwiset haha hindi naman ako ganon katalino shutek at hindi na kinakaya ng brain cells ko yung test,0
pucha singilin mo sila dun sa utang nila last year,0
dami talagang kupal pota haha,1
haha dahil mas maganda magiging buhay niya sayo lol gusto mo pala maganda buhay niya pero nasa tiyan ko palang ano na pinagagawa mo tanga ka,1
puta kamay ba talaga yan haha,0
buti nga nagjustify yung winrate mo sa ugali mo bwiset ka,1
gagi legit na ba yung sa sg putangina kinakabahan ako,0
tanga moments,0
putangina may nakita akong kuyang pogi sa timeline ko umatras pagkabakla ko,0
pucha nakalimutan ko gagawan ko tuloy haha hayop na mga tanga ito,0
pakshet kayo tatlong minuto nalang,1
pakshet ganda mo attorney woo,0
putangina talaga di ka makaramdam bwiset,1
paano yung ulol jem,0
tangina niyo haha labyu both,0
putangina ang ganda,0
tangina bigla akong nagmakaawa kay mareng guard na palabasin niya na ako at kailangan ko na talaga umuwi kasi mapapagalitan ako pag hindi ako umuwi agad haha pucha paiyak at takot tone pa yan haha nakakahiya kasi gago,0
kainis naman pucha,0
tangina niyo bakit ba ang bobo ng mga kakampi ko,1
sakit sa ulo puta,0
mga bobo yan,1
haha punyeta bungad di ako naka ilag,0
bwiset para sa android lang naman,0
tanga ang panget mo lumayo ka,1
tapos na ako sa lahat haha punyeta,0
teh pakshet siya,1
duh ano ginawa ni baam sayo tanga,1
tangina tandaan mong habang buhay tong sama ng loob ko sayo pakyu,1
bobo ka mukha ba akong may paki sa kupal na yan talak ka nang talak manahimik ka nalang,1
punyeta ang ganda ano requirements mo para maging sayo,0
hindi na po ako nahihirapan maging tanga,0
taena wrong slides nadala ko pucha,0
wag ka epal pakyu sagad ayusin mo ugali mo,1
tarantado hoy beh huwag kang ano diyan hindi na ako uto uto ano haha,0
bwiset na birth certificate yan bakit ba kasi lagi nalang yan ang issue sa akin,1
sana i cover din ng exo ang love shot haha pucha,0
bilang isang sports fan na nanood ng hustle gago ang dami kong iyak,0
grabehan pasa sa mukha pa talaga puta,0
turuan mo rin siya ng tangina at punyeta,0
parang half sa call bubuyog na haha bwiset,0
sa mga nanakit sakin pakyu na lang with feelings wait ko si karma haha charis,1
kupal talaga ginagawa sa zamora,1
kailangan ko talaga ito kasi bobong bobo na po ako opo,0
putanginang bullet to bigla biglang bumabati nabulunan akong tarantado ka buo pa yung manok at kanin ang sakit sa dibdib tangina mo teh,1
ngayon ko lang napansin damit ko nakakainis bwiset kasi itong boy best friend ko ganito binili sakin favorite ko pa naman,1
Pakshet kayo lahat demonyo kayo lahat hayop kayo puro hilik at pangangati kaya ang lumalabas sa bibig nyo amoy nimal,1
medyo tanga ako for today,0
nang gagago ba kayo lord puta may inaayos lang naman kami eh,0
dahil minsan lang naman ako magkacrush mag iinstall na ako ng dota pakshet,0
mapapa ampogi pakshet ka na lang,0
tarantado talaga itong si skusta,1
pakyu kayo uy,1
magiihaw ako bukas gago,0
ulol na ulol ako sa kaniya,0
puta pre,0
tangina niyo sino ba ito,1
hinahanda na tayo pakshet,0
mga tao ngayon puro tanga,1
bwiset na mga errors yan,1
puta surprise akala ko biro lang,0
weird nung user retweeted nasa pinaka left putangina bakit ganon,0
honest mo naman sa ate mo puta sinabing nag make out,0
paepal masyado imee punyeta ka,1
tangina riki ang pogi naman,0
tangina major kinikilig akong pakshet,0
probset done pakyu ka haha sakit mo sa ulo ,0
putangina sana ako nalang yung elepante sa circus para nakikita ko sila mag sayaw sayaw dun,0
parang tanga lang eh,1
putangina malapit na kinakabahan na ako,0
tangina na pc to ayaw makisama ulol,1
wow ang kupal talaga sabi nung peer mo matalino ka daw mukhang hindi naman masyado,1
nag order na naman ako ng tops pakshet budol,0
punyeta naman kayo hirap nyo makaintindi,1
basta bobo rin yung presidenteng nagsabing ang associate justices ng supreme court,1
tangina ngayon nalang ako nakainom emperador puta parang malulumpo na ata si ferson,0
tangina nakakasawa pakinggan nakakapagod mag advice kung balik ka pa rin ng balik eh alam mo naman na ginagago ka ewan ko sayo,0
kinakabahan na ako punyeta,0
pinagiinitan mo ng ulo ang kapatid ko na wala namang ginagawa sayo tapos pinagtitripan mo pa kami dahil kampi ka sa putangina na bayaw mo hindi mo alam na tarantado yan,1
ayoko sa lahat yung hinahawakan ako eh tangina mo so much kinakausap lang kita kasi kailangan pakyu,1
gago kinakabahan ako legit putangina,0
salamat at pinag mukha niyo akong tanga at pinag antay sa wala thank you,0
napaka gago mo,1
pucha naman oh,0
mga tarantado ang loyalist ngayon wala na respeto sa kahit ano,1
tinakasan ang responsibilidad bilang ama ano ka binata pisot pa walang development sa utak yan kasi adik ka gago,1
anong move on move on ulol,1
pakyu ka david di na nakakatuwa,1
tarantado sana nga ito na,0
ulol putangina mo,1
bobo ni kloie,1
putangina yung puso ko,0
ulol tangina mo,1
tanga saan ka ba kasi galing at na late ka sa trabaho,0
tanga ka pala eh,1
ang astig pakshet huhu,0
saang source mo nakuha iyang scandal na yan nagpalamon sa sm haha bobo kang tanga ka,1
seo changbin ang gwapo mo putangina,0
sabog sa katol pucha,0
nawala na antok tangina,0
so dahil inulcer ako kumain si tanga ng kanin,0
bakit ako kinikilig pakshet,0
tangina mo ulol,1
busy na sila sa ibang bagay eh huhu ako nalang ulol na ulol sa tbz,0
true wag nila iinvalidate adamson girls ko bwiset haha,0
fuck ang pogi mo tangina ang gwapo pakshet,0
hoy tarantado ka talaga doc,1
isang minuto nalang gago wala pa si maam,0
gago sakit sa tenga pakshet,0
tarantado talaga tong dalawang kapatid ko bwisit,0
mga kupal na troll ng kakampwet rumaratsada nanaman magkano ba bigayan ngayon mababa kasi talo ang ina niyo eh but sayang din yung bayad diba mga kupal na troll,1
tangina tinamad na tuloy ako maglaba bwiset na yan,0
tanginamo gago ka haha,0
pwede naman magtype ng sakto sa word na sasabihin hindi yung kulang tanga ka ba kairita ampota,1
girl sunki roomates tangina ipilit natin,0
ay puta maling account,0
sa ngayon nakaka bobo pa mag valo,0
zhong chenle nag panic ako mga sec grabe haha anyways happy graduation sa quarantine bwiset ka haha,0
sinong tanga na akala sira iyong trackpad ngayon pala tatlong daliri tumatama,1
hoy tumaas philhealth kupal niyo talaga tangina,1
putangina saang banda naging successful yung programa niyo putangina niyo managed it well gago saksakin kita ng karayom bwiset ka,1
wala yung mga kupal na maiingay,1
punyeta inakala mo bang teaser haha,0
pabili ng yelo puta,0
taas mo pakyu ka haha,0
sa kabilang bahay na ako matutulog wala talaga punyeta kasad kasi,0
punyeta may iddrop si raze hindi nagana itong putangina na twitter app na ito,1
pucha ayoko mag assume pero shet,0
nung bata ako dream ko na mag ka period pero puta ngayong may period na ako sarap ibalik sa pinanggalingan amputa ang sakit eh,0
at tumigil ang oras nung panahon na iyon haha hindi parin ako makamove on pakshet,0
duh ikaw ata itong baliw sa atin e haha hindi yan edit beh ha kanina yan na tweet ni gago yan na delete na nya kanina,1
tangina mo esp pakyu ka ukinam ,1
na ulol nanamn ako bangtan,0
uy ito naman parang tanga,1
damang dama ng katawan ko yung pagod kanina pa pero ayaw niya matulog parang bobo,1
haha puta free list pala,0
na stress ako sa ball pool bwiset,0
hala si tanga ulit haha,1
pakshet kayo ryeji hindi ako nakikipagbiruan haha,0
bilis nadrain ng energy ko putangina kasing premiere pro yan,0
balik ka na please chiz tarantado talaga ako tuwing ales tres ng umaga,1
puta patayan ata to mag babar bukas sabay kinabukasan pupuntang pampangga patayin niyo nalang kaya ako,0
kinikilig ako kay bang chan putangina,0
naiiyak na ako saan ka ba galing pakshet ka huhu,0
putangina si laufey haha tantanan mo ko haha,0
iba talaga mga lalaking nakilala tuwing march mga tarantado,1
ulol isa kang kupal tanginamo gago,1
pakshet kayong lahat,1
puta wala din ako nakaedit,0
tangina hwang hyunjin haha,0
hindi namin ito kakulangan kakulangan na ng sistemang pakshet tangina niyo,1
sino ba nagsabi na october gago nahulog ang puzo ko for a sec,0
bobo nyo po,1
pucha naglalag may bagong update ba yung app,0
bwiset na pldt ito bigla bigla nalang kami nawawalan ng wifi,1
gago ka ba,1
haha pucha ang jologs lang nito kairita blocked,1
luh gago malala na nga iyak ko kagabi tama na,0
puta wait di ko pa napapanood enoclock eh,0
pucha yung sa twitter web update kaya ko pa kaso yung para sa cellphone puta ang panget talaga,1
mga magnanakaw at mag kakasabwat mga naka upo basta supportahan na lang natin eh mga ulol at chimps pala kayo,1
pakyu ka anong magagawa ko,1
pakyu ang cute kaya,0
kabadtrip nakita pa kita punyeta,1
haha niyo bwiset,0
oh hays tarantado ka talaga hinack mo na naman stan ko,1
sus pakyu,1
tangina lahat ng mga nagchachat sakin puro bb player haha sige lang lahat kayo papanoorin ko maglaro,0
yuck mga dozen lucas supporter kailangan pa yatang isahan kayo ni lucas para ma tauhan bobo,1
sakit ng katawan ko puta,0
sayang effort ni jojie dahil sayo pakshet ka,1
gago may puso ba yung utak,0
tanga huwag kang ganyan gago maawa ka sa akin tanga kikiligin ako nito gago maawa ka sa akin,1
ang pogi what the fuck men tangina teka puta tangina hindi ko kaya,0
bahala kayo ni aly magsama kayo mga kaaway kong gago,1
tanga si leni nagsabi,1
kuha mo na ghinost ka pa gago haha,0
nabenta rin yung ipad punyeta muntik na buksan ng pamangkin ko eh haha,0
bobo ako mag cod pero lika dito duo tayo haha,0
tangina mo,1
bwiset ka talaga yohann,1
haha sakit ulol,0
yie gago tangina niyo haha,0
puta nandito na naman si minjun,0
sana di ka magkajowa pakyu,1
post mo sa dump mo tanga haha,0
tiklop ako sa tita niya bwiset,0
ang late maglagay ng tag punyeta haha,0
ikaw may pinag aralan di mo naman ginamit tuleg naniwala sa pesos at nutribun ang puta ang laki mong tanga,1
tangina mo din ate jen,1
pinsan kong miss na daw ang pinas pero bumoto ng bobo tas balak pang dalhin mga anak niya sa saudi,1
kung iniisip niyong tanga kayo hindi kayo nagkakamali ng iniisip,1
tangina ayaw ko na kakasinga ko lang ng sipon puta,0
kupal na trash creator persona non grata ka na nga ang dami pang ngawa na kesyo rebolusyon daw,1
nakita ko nanaman panget na wig ni taiga bwiset di ko alam kung matatawa ako o ano haha,0
gwapo ni jeongwoo puta ayoko na,0
wow talaga lisa napaka ganda mo pakshet ka,0
ulol haha mag aaral na tayo mabuti haha,0
for the nagwawala ang mga tao sa jjn haha kawawa ka naman nagsend na nga minura pa haha tangina thank you beh,0
gago nung pauwi na ako kanina galing school mali daw yung dinaanan ko palabas sabi ni mareng guard tapos biglang may narinig akong natawag sakin pucha ara daw gago putangina kinabahan ako,0
kupal sila loko kanina akala mo mga walang pinagaralan,1
putangina ganda mo mhie pakshet,0
tanga bitch,1
renz nyo di maalam pano magluto ulol,1
ano ha pakyu,1
wow excited sa comeback pero wishing hoping and praying na mawala mh sa dream habdbsjsb ulol ka ba iya baliw puta,1
ehem mahal kita tanga,0
putangina talaga oh pano ako magrereview donbelle pls lang haha,0
puta utas na sadya hindi na ako makahinga,0
ang kati ng ilong ko puta,0
tangina matalino akong tao eh pero pag dating sayo ewan ko natatanga ako,0
pakshet ichat mo na kasi ako para naman may patunguhan na tayo haha,0
putangina mo nicole pakyu deserve,1
haha sinong soft na iniiyakan yung maliliit na bagay edi ako putangina,0
putangina mo donny huwag mo akong inaasar,1
sama nanaman pakiramdam ko bwiset na every week na lang ganito,0
also pakyu sa lahat kahit isipin mo kung ano ang gusto mo pagsuffer sa sakit araw araw mga yawa napakasakit ninyo ang puta mo yawa,1
ulol malabo na yun no haha hindi na tayo tanga para gumastos pa dun,0
mukha siyang tanga,1
tangina ng sagot na yan kupal,1
tangina ang cute mo talaga,0
kinilig talaga ako dito puta,0
tantanan mo yung kalmado gd baka gusto mong ipa magazine tabloid newspaper ko yang picture na gamit mo punyeta ka nanggigigil ako sayo ang ganda ng umaga ko at ang ganda ng pasok sakin ng bermonth sinira mo lang amp pakilapag yung username mo dito nang mafollow kita,1
sarap maging hangin pucha haha,0
kilala naman kita tanga,1
hala mga natagpuang tanga,1
putangina ka na may konting punyeta,1
gago mga graduating pala mga kaibigan ko tapos hindi padin sila seryoso sa mga strand na kukunin,0
bobo mo beh yung sa room kasi na una ulo,1
aron tigilan mo ako tangina mo,1
grabe faith idol kita putangina ,0
hoy puta ito na yung luhod scene,0
walang kwenta bwiset,0
yung gwapo boses pero tarantado sa pico park at phasmo,0
nangako ka aantayin moko tas dika na nagchat bobo kaba,1
saan ko na hahanapin yun hindi kasi sinasabi agad punyeta naman oh,0
hoy putangina haha,0
tangina bakit ako natatawa,0
oh talaga thea pakyu,1
ang ingay pala ng blue switch akala ko sakto lang pucha ang tinis ng tunog,0
parang gago ka may jowa yun beh,1
tangina putok ba ng baril yon,0
haha sa sobrang stress ni nanay sakin kanina sa farm eka dapat pina attend ka na lang sa debut kaysa nag lasing ka dito tarantado ka,1
tarantado nakalaptop ako hoy malaki screen ko,1
narcissistic ka ba sarap mong sapakin kupal,1
putangina nahiya ako teh,0
oh my god tarantado salamat po studio choom makukuha na rin yung ryeji subunit,0
sino ka muna bobo ka ba edi umamin ka,1
bwiset kasi yung kapitbahay eh nagaalaga ng aso tapos iiwanan iyak ng iyak yung tuta aga ko tuloy nagising,1
maya na nga ko mag aano dito liligo lang ako puta ang lagkit ko na,0
ang galing ng bata pakshet,0
bakit ang bobo mo sa spelling,1
malungkot ka na naman bang tanga ka,1
pang tanga skin care ko mga beh,0
puro we fell in love in october naman story niyo next month punyeta naman talaga wala na ba kayong maisip mga hangal,1
tagal punyeta nagmumukha na akong di sinipot ng kameet up dito asan na kayo,0
wait lang gago wala ako maupuan sa sb punyeta ka sunghoon maya ka sa akin,1
tangina talaga di nalang ako mag papatulong sayo kung kailangan mo manakit bwiset,0
oo sigurado ako di ka matitiis nun lalo sa libog mong puta ka tatamudan ka nun araw araw,1
bwiset lahat na lang peke,0
oo gago may nakakita sa inyo haha puta,0
beh haha bwiset na yan baka ihulog ako,0
kasing tarantado pa ng author mga characters niya,0
tanggap mo na bang tanga ka haha,0
gago pakyu delete baka madaan to sa timeline niya shet ka kasi,1
pakshet minsan lang ako kumampi sa la salle eh haha,0
ulol ayaw mo lang tanggapin yang mali mo,1
wala talagang tapon sa album ni harry pucha,0
totoo naman na tanga ka,1
haha tangina mo ganda ko namang adik,0
oh my gosh kupal ka pala sabi ng shoti mo haha,1
bwiset na panaginip yan paasa,0
haha wag ka ganiyan tangina,0
sakit na nga ng puson ko dumagdag pa ulo ko,0
last nalang tapon ko ito punyeta,0
gago tangina nanghihina ako punyeta,0
bwiset na batelec,1
naiirita na naman ako sa seller na ito haha leta na ito e hindi feta punyeta,0
tangina umay,0
tangina niyo sagad,1
ang inet bwiset na apec,1
tangina talaga mhie sa mga ganitong oras pa man din naaactivate ang emo era mo eh nakakasama talaga ng loob,0
bakit ako maiinggit dun sa shinare niya na babae post niya rp naman edi mag sama sila pakyu sila,1
mags ginagawa mo pucha ka,1
putangina ang lag,0
pag hindi ka na limit followback mo ako pakyu,0
nahihirapan na ako tangina,0
tignan mo kupal ka nakakaya mo ichat yon tapos yung sandamakmak kong chats hindi aba pakyu,1
pucha ang special mo talaga sakin,0
tangina napa sarap tulog ko puta,0
anon pakyu ka,1
putangina mo baste,1
mukha akong tanga,0
walang paki si direk sa inyo mga kupal kayo,1
alam niyo punyeta na lang kayo,1
kakainggit di sana ako naging bobo para kasabay ko kayo,0
humanda talaga pamilya ko punyeta fangirl aya is back,0
putangina ng timeline ko haha natatawa ako haha,0
tanga na lang talaga si zeb pag binalikan pa itong ulupong na ito,1
ay di overnight beh tanga mo naman magbasa,1
its either sunjake or sunsun asa pa akong heesun magmumukha lang akong tanga haha,0
gago ka iba natag ko nakakahiya putangina nasa lomls pa pakshet ka,1
pucha ka umiiyak din ako kagabi imbes na nag aaral,1
putangina nakakagulat,0
habby birthday belinda mahal ko naiiyak ako tangina naman teen no more na ang bella namin,0
alam niyo bakit wala ng kalidad ang buhay natin pucha kasi wala ng daft punk,0
tangina ang hirap jake wala na ba talagang ibang paraan punyeta,0
ayaw paawat ng lagnat ko gago,0
hala gago nadoble ata namine kong trading card pakshet,0
mas tanga pa ako sa tanga sa mga pinagagawa ko,0
grabe yung ngiti ko pucha,0
ang ganda talaga puta,0
tanga nalang talaga papanig sa babaeng yan eh,1
